COMPANY_ID,cusip,TICKER,CONAME,year,MeetingDate,state,BLANKCHECK,CARVE_OUT,CBOARD,CONFVOTE,CUMVOTE,DUALCLASS,FAIRPRICE,GPARACHUTE,LABYLW,LACHTR,LSPMT,LWCNST,MAJ_VOTE_REQUIRED,MAJ_VOTE_REQUIREMENT,MAJOR_VOTE_COMM,PPILL,RESIGN_REQUIRE,CHARTER_AMEND_VOTEPCNT,FYEND,LAW_AMEND_VOTEPCNT,MTGMONTH,SPL_MEET_VOTEPCNT,SUPERMAJOR_PCNT,WRITTEN_CONSENT_VOTEPCNT,UNEQVOTE
513577,192446102,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,2015,20150602,Delaware,YES,YES,,,,,,YES,YES,YES,YES,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,66.67,2014,67,6,25,51,,
513577,192446102,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,2016,20160615,Delaware,YES,YES,,,,,,YES,YES,YES,YES,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,66.67,2015,67,6,25,51,,
513577,192446102,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,2017,20170606,Delaware,YES,YES,,,,,,YES,YES,YES,YES,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,66.67,2016,67,6,25,50.01,,
513577,192446102,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP.,2018,20180605,Delaware,YES,YES,,,,,,YES,YES,YES,YES,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2017,51,6,10,50.01,,
32396,194162103,CL,COLGATE-PALMOLIVE COMPANY,2013,20130510,Delaware,YES,YES,,YES,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2012,51,5,25,51,51,
32396,194162103,CL,COLGATE-PALMOLIVE COMPANY,2014,20140509,Delaware,YES,YES,,YES,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2013,51,5,25,51,51,
32396,194162103,CL,COLGATE-PALMOLIVE COMPANY,2015,20150508,Delaware,YES,YES,,YES,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2014,51,5,25,51,51,
32396,194162103,CL,COLGATE-PALMOLIVE COMPANY,2016,20160506,Delaware,YES,YES,,YES,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2015,51,5,25,51,51,
32396,194162103,CL,COLGATE-PALMOLIVE COMPANY,2017,20170512,Delaware,YES,YES,,YES,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2016,51,5,25,50.01,51,
32396,194162103,CL,COLGATE-PALMOLIVE CO.,2018,20180511,Delaware,YES,YES,,YES,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2017,51,5,25,50.01,51,
33490,20030N101,CMCSA,COMCAST CORPORATION,2013,20130515,Pennsylvania,YES,,,,,YES,,YES,YES,YES,,NO,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2012,51,5,,51,,YES
33490,20030N101,CMCSA,COMCAST CORPORATION,2014,20140521,Pennsylvania,YES,,,,,YES,,YES,YES,YES,,NO,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2013,51,5,,51,,YES
33490,20030N101,CMCSA,COMCAST CORPORATION,2015,20150521,Pennsylvania,YES,,,,,YES,,YES,YES,YES,,NO,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2014,51,5,,51,,YES
33490,20030N101,CMCSA,COMCAST CORPORATION,2016,20160519,Pennsylvania,YES,,,,,YES,,YES,YES,YES,,NO,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2015,51,5,,51,,YES
33490,20030N101,CMCSA,COMCAST CORPORATION,2017,20170608,Pennsylvania,YES,,,,,YES,,YES,YES,YES,,NO,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2016,80,6,,50.01,,YES
33490,20030N101,CMCSA,COMCAST CORP.,2018,20180611,Pennsylvania,YES,NULL,,,,YES,,YES,YES,YES,,NO,NULL,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2017,80,6,,50.01,,YES
33509,200340107,CMA,COMERICA INCORPORATED,2013,20130423,Delaware,YES,YES,,,,,YES,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2012,51,4,51,51,51,
33509,200340107,CMA,COMERICA INCORPORATED,2014,20140422,Delaware,YES,YES,,,,,YES,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2013,51,4,51,51,51,
33509,200340107,CMA,COMERICA INCORPORATED,2015,20150428,Delaware,YES,YES,,,,,YES,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2014,51,4,51,51,51,
33509,200340107,CMA,COMERICA INCORPORATED,2016,20160426,Delaware,YES,YES,,,,,YES,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2015,51,4,51,51,51,
33509,200340107,CMA,COMERICA INCORPORATED,2017,20170425,Delaware,YES,YES,,,,,YES,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2016,51,4,51,50.01,51,
33509,200340107,CMA,"COMERICA, INC.",2018,20180424,Delaware,YES,YES,,,,,YES,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2017,51,4,51,50.01,51,
34598,205363104,CSC,COMPUTER SCIENCES CORPORATION,2013,20130813,Nevada,YES,YES,,,,,,YES,YES,YES,YES,YES,CAST,CHARTER,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,51,2012,75,8,75,51,90,
34598,205363104,CSC,COMPUTER SCIENCES CORPORATION,2014,20140813,Nevada,YES,YES,,,,,,YES,YES,YES,YES,YES,CAST,CHARTER,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,51,2013,75,8,75,51,90,
34598,205363104,CSC,COMPUTER SCIENCES CORPORATION,2015,20150814,Nevada,YES,YES,,,,,,YES,YES,YES,YES,YES,CAST,CHARTER,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,51,2014,75,8,75,51,90,
34598,205363104,CSC,COMPUTER SCIENCES CORPORATION,2016,20160810,Nevada,YES,YES,,,,,,YES,YES,YES,YES,YES,CAST,CHARTER,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,51,2015,75,8,75,51,90,
34726,205887102,CAG,"CONAGRA FOODS, INC.",2013,20130927,Delaware,YES,YES,,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2012,0,9,,51,,
34726,205887102,CAG,"CONAGRA FOODS, INC.",2014,20140919,Delaware,YES,YES,,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2013,51,9,,51,,
34726,205887102,CAG,"CONAGRA FOODS, INC.",2015,20150925,Delaware,YES,YES,,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2014,51,9,,51,,
34726,205887102,CAG,CONAGRA BRANDS INC,2016,20160923,Delaware,YES,YES,,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2015,51,9,,51,,
34726,205887102,CAG,"CONAGRA BRANDS, INC.",2017,20170922,Delaware,YES,YES,,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2016,51,9,,50.01,,
34726,205887102,CAG,"CONAGRA BRANDS, INC.",2018,20180921,Delaware,YES,YES,,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2017,51,9,,50.01,,
578768,20605P101,CXO,CONCHO RESOURCES INC.,2016,20160602,Delaware,YES,,YES,,,,,YES,YES,YES,,NO,,NO,"The company has a plurality vote standard for the election of directors, and has a director resignation policy in its governance guidelines",,POLICY,80,2015,67,6,,51,,
578768,20605P101,CXO,CONCHO RESOURCES INC.,2017,20170517,Delaware,YES,YES,YES,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,80,2016,67,5,,50.01,,
578768,20605P101,CXO,"CONCHO RESOURCES, INC.",2018,20180517,Delaware,YES,YES,YES,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,80,2017,67,5,,50.01,,
535271,20825C104,COP,CONOCOPHILLIPS,2013,20130514,Delaware,YES,YES,,YES,,,YES,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2012,80,5,,51,,
535271,20825C104,COP,CONOCOPHILLIPS,2014,20140513,Delaware,YES,YES,,YES,,,YES,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2013,80,5,,51,,
535271,20825C104,COP,CONOCOPHILLIPS,2015,20150512,Delaware,YES,YES,,YES,,,YES,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2014,80,5,,51,,
535271,20825C104,COP,CONOCOPHILLIPS,2016,20160510,Delaware,YES,YES,,YES,,,YES,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2015,80,5,,51,,
535271,20825C104,COP,CONOCOPHILLIPS,2017,20170516,Delaware,YES,YES,,YES,,,YES,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2016,80,5,,50.01,,
535271,20825C104,COP,CONOCOPHILLIPS,2018,20180515,Delaware,YES,YES,,YES,,,YES,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2017,80,5,,50.01,,
515093,20854P109,CNX,CONSOL ENERGY INC.,2013,20130508,Delaware,YES,YES,,YES,,,,YES,YES,YES,,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",YES,BYLAWS-CHARTER,51,2012,0,5,,51,0,
515093,20854P109,CNX,CONSOL ENERGY INC.,2014,20140507,Delaware,YES,YES,,YES,,,,YES,YES,YES,,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2013,,5,,51,51,
515093,20854P109,CNX,CONSOL ENERGY INC.,2015,20150506,Delaware,YES,YES,,YES,,,,YES,YES,YES,,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2014,,5,,51,51,
515093,20854P109,CNX,CONSOL ENERGY INC.,2016,20160511,Delaware,YES,YES,,YES,,,,YES,YES,YES,,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2015,,5,,51,51,
513236,209115104,ED,"CONSOLIDATED EDISON, INC.",2013,20130520,New York,YES,YES,,,,,,YES,,,YES,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,,2012,,5,10,100,100,
513236,209115104,ED,"CONSOLIDATED EDISON, INC.",2014,20140519,New York,YES,YES,,,,,,YES,,,YES,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,,2013,,5,10,51,100,
513236,209115104,ED,"CONSOLIDATED EDISON, INC.",2015,20150518,New York,YES,YES,,,,,,YES,,,YES,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,,2014,,5,10,51,100,
513236,209115104,ED,"CONSOLIDATED EDISON, INC.",2016,20160516,New York,YES,YES,,,,,,YES,,,YES,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,,2015,,5,10,51,100,
513236,209115104,ED,"CONSOLIDATED EDISON, INC.",2017,20170515,New York,YES,YES,,,,,,YES,,,YES,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,,2016,,5,10,50.01,100,
513236,209115104,ED,"CONSOLIDATED EDISON, INC.",2018,20180521,New York,YES,YES,,,,,,YES,NULL,NULL,YES,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its governance guidelines.",,POLICY,,2017,,5,10,50.01,100,
524161,21036P108,STZ,"CONSTELLATION BRANDS, INC.",2013,20130724,Delaware,YES,,,,,YES,,,YES,YES,,YES,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2012,0,7,,51,51,YES
524161,21036P108,STZ,"CONSTELLATION BRANDS, INC.",2014,20140723,Delaware,YES,,,,,YES,,,YES,YES,,YES,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2013,,7,,51,51,YES
524161,21036P108,STZ,"CONSTELLATION BRANDS, INC.",2015,20150722,Delaware,YES,,,,,YES,,,YES,YES,,YES,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2014,,7,,51,51,YES
524161,21036P108,STZ,"CONSTELLATION BRANDS, INC.",2016,20160720,Delaware,YES,,,,,YES,,,YES,YES,,YES,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2015,,7,,51,51,YES
524161,21036P108,STZ,"CONSTELLATION BRANDS, INC.",2017,20170718,Delaware,YES,,,,,YES,,YES,YES,YES,,YES,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2016,51,7,,50.01,51,YES
524161,21036P108,STZ,"CONSTELLATION BRANDS, INC.",2018,20180717,Delaware,YES,NULL,,,,YES,,YES,YES,YES,,YES,NULL,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2017,51,7,,50.01,51,YES
36540,216648402,COO,"THE COOPER COMPANIES, INC.",2013,20130321,Delaware,YES,YES,,,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",YES,BYLAWS-CHARTER,51,2012,0,3,51,51,51,
36540,216648402,COO,"THE COOPER COMPANIES, INC.",2014,20140317,Delaware,YES,YES,,,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",YES,BYLAWS-CHARTER,51,2013,,3,51,51,51,
36540,216648402,COO,"THE COOPER COMPANIES, INC.",2015,20150316,Delaware,YES,YES,,,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",YES,BYLAWS-CHARTER,51,2014,,3,51,51,51,
36540,216648402,COO,"THE COOPER COMPANIES, INC.",2016,20160314,Delaware,YES,YES,,,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",YES,BYLAWS-CHARTER,51,2015,,3,51,51,51,
36540,216648402,COO,"THE COOPER COMPANIES, INC.",2017,20170313,Delaware,YES,YES,,,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2016,51,3,51,50.01,51,
36540,216648402,COO,"THE COOPER COS., INC.",2018,20180319,Delaware,YES,YES,,,,,,YES,YES,YES,YES,YES,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2017,51,3,51,50.01,51,
36978,219350105,GLW,CORNING INCORPORATED,2013,20130425,New York,YES,YES,,,,,YES,YES,YES,YES,,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2012,51,4,,66.67,100,
36978,219350105,GLW,CORNING INCORPORATED,2014,20140429,New York,YES,YES,,,,,YES,YES,YES,YES,,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2013,51,4,,66.67,100,
36978,219350105,GLW,CORNING INCORPORATED,2015,20150430,New York,YES,YES,,,,,YES,YES,YES,YES,,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2014,51,4,,66.67,100,
36978,219350105,GLW,CORNING INCORPORATED,2016,20160428,New York,YES,YES,,,,,YES,YES,YES,YES,,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2015,51,4,,66.67,100,
36978,219350105,GLW,CORNING INCORPORATED,2017,20170427,New York,YES,YES,,,,,YES,YES,YES,YES,,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2016,51,4,,66.67,100,
36978,219350105,GLW,"CORNING, INC.",2018,20180426,New York,YES,YES,,,,,YES,YES,YES,YES,,UNANIMOUS,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,51,2017,51,4,,66.67,100,
518204,22160K105,COST,COSTCO WHOLESALE CORPORATION,2013,20130124,Washington,YES,,YES,,,,,,YES,YES,YES,UNANIMOUS,,NO,"The company has a plurality vote standard for the election of directors, and has a director resignation policy in its bylaws/charter",,BYLAWS-CHARTER,66.67,2012,0,1,10,51,100,
518204,22160K105,COST,COSTCO WHOLESALE CORPORATION,2014,20140130,Washington,YES,,YES,,,,,,YES,YES,YES,UNANIMOUS,,NO,"The company has a plurality vote standard for the election of directors, and has a director resignation policy in its bylaws/charter",,BYLAWS-CHARTER,66.67,2013,0,1,10,51,100,
518204,22160K105,COST,COSTCO WHOLESALE CORPORATION,2015,20150129,Washington,YES,,YES,,,,,,YES,YES,YES,UNANIMOUS,,NO,"The company has a plurality vote standard for the election of directors, and has a director resignation policy in its bylaws/charter",,BYLAWS-CHARTER,66.67,2014,,1,10,51,100,
518204,22160K105,COST,COSTCO WHOLESALE CORPORATION,2016,20160129,Washington,YES,,YES,,,,,,YES,YES,YES,UNANIMOUS,,NO,"The company has a plurality vote standard for the election of directors, and has a director resignation policy in its bylaws/charter",,BYLAWS-CHARTER,66.67,2015,,1,10,51,100,
518204,22160K105,COST,COSTCO WHOLESALE CORPORATION,2017,20170126,Washington,YES,,YES,,,,,,YES,YES,YES,UNANIMOUS,,NO,"The company has a plurality vote standard for the election of directors, and has a director resignation policy in its bylaws/charter",,BYLAWS-CHARTER,66.67,2016,51,1,10,50.01,100,
518204,22160K105,COST,COSTCO WHOLESALE CORP.,2018,20180130,Washington,YES,NULL,YES,,,,,YES,YES,YES,YES,UNANIMOUS,NULL,NO,"The company has a plurality vote standard for the election of directors, and has a director resignation policy in its bylaws/charter",,BYLAWS-CHARTER,66.67,2017,51,1,10,50.01,100,
617304,222070203,COTY,COTY INC.,2016,20161103,Delaware,YES,,,,,,,YES,YES,YES,YES,YES,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2016,,11,51,51,51,
617304,222070203,COTY,COTY INC.,2017,20171108,Delaware,YES,,,,,,,YES,YES,YES,YES,YES,,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2017,51,11,51,50.01,51,
617304,222070203,COTY,"COTY, INC.",2018,20181106,Delaware,YES,NULL,,,,,,YES,YES,YES,YES,YES,NULL,NO,The company has a plurality vote standard for the election of directors.,,NO,51,2018,51,11,51,50.01,51,
512709,228227104,CCI,CROWN CASTLE INTERNATIONAL CORP.,2013,20130523,Delaware,YES,YES,YES,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2012,80,5,,51,,
512709,22822V101,CCI,CROWN CASTLE INTERNATIONAL CORP.,2014,20140530,Delaware,YES,YES,YES,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2013,80,5,,51,,
512709,22822V101,CCI,CROWN CASTLE INTERNATIONAL CORP.,2015,20150529,Delaware,YES,YES,,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2014,80,5,,51,,
512709,22822V101,CCI,CROWN CASTLE INTERNATIONAL CORP.,2016,20160519,Delaware,YES,YES,,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2015,80,5,,51,,
512709,22822V101,CCI,CROWN CASTLE INTERNATIONAL CORP.,2017,20170518,Delaware,YES,YES,,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2016,80,5,,50.01,,
512709,22822V101,CCI,CROWN CASTLE INTERNATIONAL CORP.,2018,20180517,Delaware,YES,YES,,,,,,YES,YES,YES,,NO,CAST,BY-LAWS,"The company has adopted a majority vote standard (of shares cast) for the election of directors with a plurality carve-out for contested elections, and has a director resignation policy in its bylaws/charter.",,BYLAWS-CHARTER,80,2017,80,5,,50.01,,
38926,231021106,CMI,CUMMINS INC.,2013,20130514,Indiana,YES,,,,,,,YES,YES,YES,YES,UNANIMOUS,,NO,"The company has a plurality vote standard for the election of directors, and has a director resignation policy in its bylaws/charter",,BYLAWS-CHARTER,51,2012,51,5,25,51,100,
38926,231021106,CMI,CUMMINS INC.,2014,20140513,Indiana,YES,,,,,,,YES,,YES,YES,UNANIMOUS,,NO,"The company has a plurality vote standard for the election of directors, and has a director resignation policy in its bylaws/charter",,BYLAWS-CHARTER,51,2013,,5,25,51,100,
38926,231021106,CMI,CUMMINS INC.,2015,20150512,Indiana,YES,,,,,,,YES,,YES,YES,UNANIMOUS,,NO,"The company has a plurality vote standard for the election of directors, and has a director resignation policy in its bylaws/charter",,BYLAWS-CHARTER,51,2014,,5,25,51,100,
38926,231021106,CMI,CUMMINS INC.,2016,20160510,Indiana,YES,YES,,,,,,YES,,YES,YES,UNANIMOUS,CAST,BY-LAWS,"The company has a plurality vote standard for the election of directors, and has a director resignation policy in its bylaws/charter",,BYLAWS-CHARTER,51,2015,,5,25,51,100,
